JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed,Study_Efficiency,School_Quality_Index,Engagement_Level,Distance_Barrier
167,28,84,3,14.7,Private,Urban,No,Yes,Medium,High,1031,16,Male,Medium,Primary,3,5.964285714285714,2.1999999999999997,4.2,0.06369426751592357
203,8,81,3,8.3,Private,Urban,Yes,Yes,Medium,Low,1032,19,Female,High,Secondary,1,25.375,2.1999999999999997,5.05,0.1075268817204301
211,24,78,2,2.1,Public,Urban,No,Yes,Medium,Low,1033,22,Male,Medium,Secondary,2,8.791666666666666,1.6,3.9,0.3225806451612903
195,25,80,4,13.4,Private,Rural,No,Yes,Medium,Medium,1034,16,Female,High,,1,7.8,2.8,4.0,0.06944444444444445
130,15,74,1,12.0,Public,Urban,No,No,Low,Medium,1035,18,Female,High,Tertiary,1,8.666666666666666,0.6,3.7,0.07692307692307693
117,8,87,4,0.0,Public,Urban,No,No,Low,Low,1036,15,Female,Low,,1,14.625,2.4,4.35,1.0
205,31,76,3,7.2,Public,Rural,Yes,Yes,High,Low,1037,15,Male,High,Tertiary,1,6.612903225806452,2.1999999999999997,5.8,0.12195121951219513
342,30,100,4,10.8,Public,Urban,Yes,Yes,Medium,High,1038,20,Male,Medium,Tertiary,4,11.4,2.8,6.0,0.0847457627118644
159,5,90,3,6.0,Private,Rural,Yes,No,Low,Medium,1039,19,Male,Low,Secondary,1,31.8,1.7999999999999998,5.5,0.14285714285714285
130,0,82,3,13.4,Public,Rural,Yes,No,Low,Low,1040,19,Male,Medium,Primary,1,1300.0,1.7999999999999998,5.1,0.06944444444444445
218,35,87,3,17.5,Public,Rural,No,No,Low,High,1041,19,Female,Low,Primary,4,6.228571428571429,1.7999999999999998,4.35,0.05405405405405406
224,29,82,4,2.4,Private,Rural,Yes,Yes,Low,Low,1042,16,Female,Low,,2,7.724137931034483,2.8,5.1,0.29411764705882354
210,23,89,2,15.2,Public,Urban,No,Yes,Medium,High,1043,22,Male,Low,Secondary,1,9.130434782608695,1.6,4.45,0.0617283950617284
130,12,92,3,0.0,Public,Urban,No,Yes,Low,High,1044,22,Male,Medium,,1,10.833333333333334,2.1999999999999997,4.6,1.0
172,15,77,1,12.5,Public,Urban,Yes,Yes,Medium,Medium,1045,18,Male,High,Tertiary,1,11.466666666666667,1.0,4.85,0.07407407407407407
108,4,66,2,0.0,Public,Urban,No,Yes,Low,Low,1046,22,Male,Low,Secondary,1,27.0,1.6,3.3,1.0
208,18,93,3,16.6,Public,Urban,No,Yes,Low,Low,1047,18,Female,High,Primary,2,11.555555555555555,2.1999999999999997,4.65,0.056818181818181816
106,0,83,3,5.5,Public,Urban,No,Yes,Low,Medium,1048,22,Female,Low,,1,1060.0,2.1999999999999997,4.15,0.15384615384615385
196,15,75,3,7.2,Public,Urban,No,Yes,Medium,Low,1049,18,Female,High,Secondary,1,13.066666666666666,2.1999999999999997,3.75,0.12195121951219513
139,14,75,2,6.1,Public,Rural,No,No,High,Medium,1050,15,Male,Medium,Tertiary,1,9.928571428571429,1.2,4.75,0.14084507042253522
151,23,75,3,5.3,Public,Urban,No,Yes,Low,Medium,1051,18,Male,Medium,Tertiary,2,6.565217391304348,2.1999999999999997,3.75,0.15873015873015872
235,24,81,2,11.9,Private,Urban,Yes,Yes,High,Low,1052,19,Male,High,Primary,1,9.791666666666666,1.6,6.05,0.07751937984496124
149,25,80,4,16.9,Public,Urban,Yes,No,High,High,1053,21,Female,Low,,3,5.96,2.4,6.0,0.0558659217877095
234,37,86,3,9.6,Private,Urban,No,Yes,Medium,High,1054,16,Male,High,,3,6.324324324324325,2.1999999999999997,4.3,0.09433962264150944
191,31,79,1,8.7,Private,Urban,No,No,Medium,Low,1055,15,Male,Low,Primary,3,6.161290322580645,0.6,3.95,0.10309278350515465
170,24,77,1,12.4,Private,Urban,No,Yes,High,Medium,1056,20,Male,High,Tertiary,2,7.083333333333333,1.0,4.85,0.07462686567164178
185,21,83,3,8.4,Public,Urban,Yes,Yes,Low,Medium,1057,16,Female,Low,Primary,2,8.80952380952381,2.1999999999999997,5.15,0.10638297872340426
154,9,85,2,8.5,Private,Urban,Yes,No,Low,High,1058,17,Female,Low,,2,17.11111111111111,1.2,5.25,0.10526315789473684
190,28,82,4,14.5,Private,Rural,Yes,Yes,Low,Low,1059,22,Male,Low,,2,6.785714285714286,2.8,5.1,0.06451612903225806
178,35,96,2,7.9,Public,Rural,Yes,Yes,Medium,High,1060,21,Female,Low,,3,5.085714285714285,1.6,5.8,0.11235955056179775
186,24,90,3,11.2,Public,Urban,No,Yes,Low,Low,1061,19,Female,Medium,Secondary,3,7.75,2.1999999999999997,4.5,0.0819672131147541
238,40,73,2,12.9,Public,Rural,No,No,High,Low,1062,15,Female,Medium,Primary,4,5.95,1.2,4.65,0.07194244604316546
112,1,85,2,6.6,Public,Rural,Yes,No,Low,Medium,1063,19,Male,Low,,1,112.0,1.2,5.25,0.13157894736842105
299,19,98,5,12.6,Public,Urban,Yes,Yes,High,Low,1064,16,Female,High,Secondary,4,15.736842105263158,3.4,6.9,0.07352941176470588
152,25,79,1,12.6,Public,Rural,No,Yes,Low,High,1065,22,Male,Low,,2,6.08,1.0,3.95,0.07352941176470588
144,19,68,3,9.9,Public,Urban,Yes,No,Medium,Low,1066,18,Male,Low,Primary,2,7.578947368421052,1.7999999999999998,4.4,0.09174311926605504
266,39,90,3,2.0,Private,Urban,Yes,Yes,Medium,High,1067,22,Female,High,Secondary,5,6.82051282051282,2.1999999999999997,5.5,0.3333333333333333
210,22,86,3,8.6,Public,Urban,Yes,No,Medium,High,1068,21,Female,Medium,Tertiary,1,9.545454545454545,1.7999999999999998,5.3,0.10416666666666667
151,10,72,3,7.5,Public,Urban,Yes,No,High,High,1069,17,Female,Low,,2,15.1,1.7999999999999998,5.6,0.11764705882352941
225,22,74,2,11.0,Public,Urban,Yes,Yes,Medium,Medium,1070,19,Female,Medium,Secondary,2,10.227272727272727,1.6,4.7,0.08333333333333333
233,11,87,4,9.8,Public,Urban,No,Yes,Low,Medium,1071,22,Male,Low,Primary,2,21.181818181818183,2.8,4.35,0.09259259259259259
181,10,83,4,10.2,Public,Rural,No,No,High,Medium,1072,22,Female,Medium,Tertiary,1,18.1,2.4,5.15,0.08928571428571429
192,30,81,3,8.3,Private,Urban,No,Yes,Medium,High,1073,17,Female,High,Tertiary,3,6.4,2.1999999999999997,4.05,0.1075268817204301
137,24,81,5,11.9,Public,Urban,No,Yes,Low,Low,1074,16,Female,Low,,1,5.708333333333333,3.4,4.05,0.07751937984496124
141,20,72,2,3.5,Public,Rural,Yes,Yes,Low,Low,1075,22,Male,High,Secondary,1,7.05,1.6,4.6,0.2222222222222222
163,3,79,3,12.0,Public,Urban,No,Yes,Medium,High,1076,19,Male,Low,,1,54.333333333333336,2.1999999999999997,3.95,0.07692307692307693
108,11,85,3,19.4,Private,Urban,Yes,No,Medium,Low,1077,18,Male,Low,,1,9.818181818181818,1.7999999999999998,5.25,0.04901960784313726
101,2,76,2,0.0,Private,Rural,Yes,No,Medium,Low,1078,17,Female,Medium,Secondary,1,50.5,1.2,4.8,1.0
128,26,66,1,12.2,Public,Urban,Yes,Yes,Medium,Medium,1079,22,Female,Low,Primary,3,4.923076923076923,1.0,4.3,0.07575757575757576
249,21,85,1,2.5,Public,Rural,Yes,Yes,Low,High,1080,15,Male,Low,Secondary,2,11.857142857142858,1.0,5.25,0.2857142857142857
289,19,81,5,1.6,Private,Rural,Yes,Yes,Medium,Medium,1081,20,Male,Medium,Secondary,2,15.210526315789474,3.4,5.05,0.3846153846153846
174,20,87,2,5.2,Private,Urban,No,No,Medium,High,1082,16,Female,Low,,3,8.7,1.2,4.35,0.16129032258064516
107,8,83,2,11.7,Public,Urban,Yes,No,Medium,Low,1083,19,Female,Medium,Secondary,1,13.375,1.2,5.15,0.07874015748031496
171,33,68,1,8.6,Public,Rural,No,Yes,Low,High,1084,15,Female,Medium,Secondary,4,5.181818181818182,1.0,3.4,0.10416666666666667
216,16,94,4,16.0,Public,Urban,No,Yes,Low,Low,1085,18,Male,Low,Secondary,2,13.5,2.8,4.7,0.058823529411764705
223,11,77,2,0.0,Public,Rural,Yes,No,High,Low,1086,18,Female,High,Secondary,1,20.272727272727273,1.2,5.85,1.0
168,0,99,2,14.4,Public,Rural,No,Yes,High,High,1087,17,Male,Low,,1,1680.0,1.6,5.95,0.06493506493506493
164,18,83,3,11.4,Public,Rural,No,Yes,Medium,Medium,1088,16,Female,Low,Primary,1,9.11111111111111,2.1999999999999997,4.15,0.08064516129032258
107,9,68,1,10.2,Public,Rural,Yes,No,Low,Low,1089,20,Female,High,Tertiary,1,11.88888888888889,0.6,4.4,0.08928571428571429
272,15,80,3,9.5,Private,Urban,Yes,No,Medium,Medium,1090,19,Female,High,Tertiary,1,18.133333333333333,1.7999999999999998,5.0,0.09523809523809523
150,28,86,4,13.6,Private,Urban,Yes,No,Low,Medium,1091,21,Female,Medium,Tertiary,2,5.357142857142857,2.4,5.3,0.0684931506849315
223,30,84,3,2.3,Private,Rural,No,Yes,Medium,Low,1092,22,Male,Medium,Tertiary,4,7.433333333333334,2.1999999999999997,4.2,0.30303030303030304
269,27,89,3,4.1,Private,Rural,No,Yes,High,Low,1093,15,Female,High,Secondary,3,9.962962962962964,2.1999999999999997,5.45,0.19607843137254904
157,31,99,3,8.5,Private,Urban,Yes,Yes,Medium,Medium,1094,19,Female,Medium,Secondary,2,5.064516129032258,2.1999999999999997,5.95,0.10526315789473684
199,28,79,2,11.8,Public,Rural,Yes,Yes,Low,Low,1095,15,Male,Low,Secondary,3,7.107142857142857,1.6,4.95,0.078125
114,7,81,4,5.2,Public,Urban,Yes,Yes,Medium,Medium,1096,16,Male,Medium,Tertiary,1,16.285714285714285,2.8,5.05,0.16129032258064516
127,6,95,1,12.9,Public,Rural,Yes,No,Medium,High,1097,18,Male,Medium,Secondary,1,21.166666666666668,0.6,5.75,0.07194244604316546
157,26,86,3,2.1,Public,Rural,Yes,Yes,Medium,Medium,1098,18,Male,High,Tertiary,2,6.038461538461538,2.1999999999999997,5.3,0.3225806451612903
229,28,73,3,8.8,Private,Urban,Yes,Yes,High,Medium,1099,19,Male,High,Secondary,3,8.178571428571429,2.1999999999999997,5.65,0.1020408163265306
107,16,85,3,4.4,Private,Rural,No,No,Low,Medium,1100,19,Female,Low,Primary,1,6.6875,1.7999999999999998,4.25,0.18518518518518517
237,17,77,4,9.9,Public,Rural,Yes,No,High,Low,1101,17,Female,Medium,Secondary,1,13.941176470588236,2.4,5.85,0.09174311926605504
247,31,100,3,8.8,Private,Rural,Yes,Yes,Medium,High,1102,22,Female,Low,Primary,3,7.967741935483871,2.1999999999999997,6.0,0.1020408163265306
194,14,78,3,3.5,Private,Urban,No,Yes,Low,Medium,1103,15,Female,Low,Primary,1,13.857142857142858,2.1999999999999997,3.9,0.2222222222222222
124,14,100,2,0.0,Public,Urban,Yes,No,Medium,Low,1104,17,Female,High,Tertiary,1,8.857142857142858,1.2,6.0,1.0
178,33,98,1,2.0,Private,Urban,Yes,Yes,Medium,Low,1105,15,Male,High,Tertiary,3,5.393939393939394,1.0,5.9,0.3333333333333333
248,20,81,1,4.7,Public,Urban,No,Yes,Medium,Medium,1106,16,Female,High,Secondary,1,12.4,1.0,4.05,0.17543859649122806
203,8,86,2,6.7,Private,Urban,Yes,No,Low,Medium,1107,19,Female,Medium,Secondary,1,25.375,1.2,5.3,0.12987012987012986
140,7,89,2,12.9,Public,Rural,No,Yes,Low,Low,1108,20,Female,Medium,Primary,1,20.0,1.6,4.45,0.07194244604316546
161,28,91,1,8.6,Public,Urban,Yes,Yes,High,Medium,1109,22,Female,Medium,Primary,3,5.75,1.0,6.55,0.10416666666666667
109,16,84,3,15.4,Public,Urban,Yes,No,Low,Medium,1110,15,Female,Medium,Secondary,1,6.8125,1.7999999999999998,5.2,0.06097560975609757
111,13,92,2,8.7,Public,Urban,Yes,Yes,Low,Low,1111,22,Male,Low,Primary,1,8.538461538461538,1.6,5.6,0.10309278350515465
101,9,79,2,8.5,Public,Rural,No,Yes,High,Medium,1112,18,Female,Low,,1,11.222222222222221,1.6,4.95,0.10526315789473684
152,22,79,1,20.0,Public,Urban,No,Yes,Low,Low,1113,22,Male,Medium,Secondary,1,6.909090909090909,1.0,3.95,0.047619047619047616
115,7,77,2,10.4,Private,Rural,Yes,No,Low,Low,1114,16,Female,High,Primary,1,16.428571428571427,1.2,4.85,0.08771929824561403
197,24,94,1,7.6,Public,Urban,No,Yes,Low,Medium,1115,22,Female,Low,Primary,1,8.208333333333334,1.0,4.7,0.11627906976744186
214,16,90,3,10.0,Private,Rural,No,Yes,High,High,1116,18,Female,High,Tertiary,1,13.375,2.1999999999999997,5.5,0.09090909090909091
217,15,90,3,7.7,Private,Urban,No,No,Medium,Low,1117,16,Female,High,Primary,1,14.466666666666667,1.7999999999999998,4.5,0.1149425287356322
224,18,95,3,16.3,Public,Rural,Yes,No,Medium,High,1118,15,Female,High,Secondary,1,12.444444444444445,1.7999999999999998,5.75,0.057803468208092484
177,16,65,1,13.9,Public,Urban,No,Yes,Medium,Medium,1119,18,Male,Low,,2,11.0625,1.0,3.25,0.06711409395973154
188,20,88,3,4.5,Public,Rural,Yes,Yes,Low,Medium,1120,21,Female,Medium,Secondary,2,9.4,2.1999999999999997,5.4,0.18181818181818182
229,26,90,2,9.4,Public,Urban,Yes,Yes,Medium,High,1121,20,Female,Low,Secondary,2,8.807692307692308,1.6,5.5,0.09615384615384615
143,0,98,2,8.6,Public,Urban,Yes,No,Low,High,1122,20,Female,Medium,Primary,1,1430.0,1.2,5.9,0.10416666666666667
245,18,74,4,12.0,Public,Rural,Yes,Yes,High,Medium,1123,15,Female,Medium,Secondary,2,13.61111111111111,2.8,5.7,0.07692307692307693
270,24,100,5,8.9,Public,Urban,No,No,High,Medium,1124,17,Female,High,Primary,4,11.25,3.0,6.0,0.10101010101010101
231,38,89,3,20.0,Public,Rural,Yes,No,High,Low,1125,16,Male,Low,Primary,3,6.078947368421052,1.7999999999999998,6.45,0.047619047619047616
138,7,87,1,6.0,Public,Urban,No,Yes,Low,High,1126,19,Female,Low,Primary,1,19.714285714285715,1.0,4.35,0.14285714285714285
146,19,98,2,1.0,Public,Urban,Yes,No,Low,High,1127,18,Male,Medium,Secondary,2,7.684210526315789,1.2,5.9,0.5
212,36,92,4,15.0,Private,Rural,Yes,Yes,Medium,High,1128,22,Male,Medium,Tertiary,1,5.888888888888889,2.8,5.6,0.0625
207,10,90,3,14.4,Public,Urban,No,Yes,Medium,Low,1129,20,Female,High,Secondary,1,20.7,2.1999999999999997,4.5,0.06493506493506493
106,17,82,5,8.5,Public,Rural,No,Yes,Medium,Medium,1130,15,Female,High,Tertiary,4,6.235294117647059,3.4,4.1,0.10526315789473684
231,17,83,2,1.8,Public,Rural,No,Yes,High,Low,1131,18,Male,Medium,Secondary,1,13.588235294117647,1.6,5.15,0.35714285714285715
221,19,87,3,9.5,Public,Rural,Yes,Yes,High,Low,1132,22,Male,Low,Primary,3,11.631578947368421,2.1999999999999997,6.35,0.09523809523809523
188,13,78,4,16.1,Private,Rural,Yes,Yes,Low,High,1133,15,Female,Medium,Primary,1,14.461538461538462,2.8,4.9,0.05847953216374269
128,9,81,4,11.5,Public,Urban,Yes,No,Medium,High,1134,22,Male,Low,,3,14.222222222222221,2.4,5.05,0.08
101,38,58,1,16.0,Public,Rural,No,No,Medium,Low,1135,22,Male,Medium,Secondary,3,2.6578947368421053,0.6,2.9,0.058823529411764705
214,31,91,3,13.0,Public,Urban,Yes,No,Medium,Low,1136,17,Male,Medium,Primary,2,6.903225806451613,1.7999999999999998,5.55,0.07142857142857142
249,36,88,4,10.7,Public,Rural,Yes,Yes,Medium,Low,1137,19,Female,High,Tertiary,2,6.916666666666667,2.8,5.4,0.08547008547008547
222,28,84,5,14.2,Public,Urban,Yes,No,High,High,1138,18,Female,High,Tertiary,2,7.928571428571429,3.0,6.2,0.06578947368421052
176,5,86,3,13.9,Public,Rural,No,No,Medium,Medium,1139,21,Male,High,Secondary,1,35.2,1.7999999999999998,4.3,0.06711409395973154
136,20,68,2,10.0,Public,Rural,No,Yes,Low,Medium,1140,18,Female,Low,Primary,1,6.8,1.6,3.4,0.09090909090909091
155,28,100,1,9.1,Public,Urban,Yes,Yes,Medium,Medium,1141,15,Female,High,Tertiary,3,5.535714285714286,1.0,6.0,0.09900990099009901
118,7,80,4,17.9,Public,Urban,No,Yes,High,Medium,1142,15,Female,Medium,,1,16.857142857142858,2.8,5.0,0.052910052910052914
229,33,86,4,7.4,Private,Urban,Yes,No,High,Low,1143,18,Female,Medium,Primary,1,6.9393939393939394,2.4,6.3,0.11904761904761904
124,22,72,1,12.5,Public,Urban,No,Yes,Low,Low,1144,20,Female,High,Secondary,3,5.636363636363637,1.0,3.6,0.07407407407407407
107,31,80,2,7.0,Public,Rural,No,Yes,Medium,Medium,1145,17,Female,Low,Secondary,1,3.4516129032258065,1.6,4.0,0.125
115,11,94,2,6.6,Public,Rural,No,No,Low,Medium,1146,18,Male,Medium,Secondary,1,10.454545454545455,1.2,4.7,0.13157894736842105
104,4,90,3,13.5,Public,Urban,Yes,No,Low,Low,1147,16,Female,Low,Primary,1,26.0,1.7999999999999998,5.5,0.06896551724137931
103,10,88,1,7.6,Public,Urban,No,Yes,Low,Medium,1148,21,Male,Low,Primary,1,10.3,1.0,4.4,0.11627906976744186
231,37,93,2,13.7,Public,Rural,No,Yes,Medium,Low,1149,21,Male,High,Tertiary,2,6.243243243243243,1.6,4.65,0.06802721088435375
197,5,82,1,3.0,Public,Urban,Yes,No,Low,Medium,1150,20,Male,Low,Primary,1,39.4,0.6,5.1,0.25
209,4,73,4,13.7,Public,Urban,Yes,No,High,Low,1151,21,Male,Low,Tertiary,1,52.25,2.4,5.65,0.06802721088435375
145,18,81,2,8.5,Private,Urban,Yes,No,High,Medium,1152,21,Male,Low,Secondary,2,8.055555555555555,1.2,6.05,0.10526315789473684
126,12,79,3,11.5,Private,Rural,Yes,Yes,Medium,Low,1153,22,Male,Low,Primary,1,10.5,2.1999999999999997,4.95,0.08
112,14,90,3,15.9,Public,Urban,Yes,Yes,Low,Medium,1154,16,Female,Low,Primary,1,8.0,2.1999999999999997,5.5,0.0591715976331361
135,25,85,2,5.8,Public,Rural,Yes,Yes,Low,Medium,1155,18,Male,High,Secondary,3,5.4,1.6,5.25,0.14705882352941177
275,23,100,3,12.0,Public,Rural,Yes,Yes,Low,High,1156,22,Male,High,Tertiary,2,11.956521739130435,2.1999999999999997,6.0,0.07692307692307693
111,0,92,2,19.4,Private,Urban,Yes,Yes,Low,Low,1157,17,Male,Medium,Secondary,2,1110.0,1.6,5.6,0.04901960784313726
113,33,76,2,20.0,Private,Urban,Yes,No,High,Low,1158,20,Female,Low,Primary,3,3.4242424242424243,1.2,5.8,0.047619047619047616
152,9,66,4,14.7,Public,Urban,Yes,Yes,Medium,High,1159,15,Female,Low,,1,16.88888888888889,2.8,4.3,0.06369426751592357
174,10,97,3,3.0,Public,Rural,Yes,No,Low,Low,1160,20,Male,Low,Secondary,2,17.4,1.7999999999999998,5.85,0.25
194,31,98,2,3.3,Private,Urban,Yes,No,Low,Medium,1161,21,Male,Low,Secondary,3,6.258064516129032,1.2,5.9,0.23255813953488372
155,15,70,3,13.9,Private,Rural,Yes,No,High,High,1162,15,Female,Medium,Primary,2,10.333333333333334,1.7999999999999998,5.5,0.06711409395973154
157,18,98,4,12.1,Public,Urban,No,Yes,Medium,Low,1163,18,Female,Medium,Primary,1,8.722222222222221,2.8,4.9,0.07633587786259542
103,18,83,1,13.1,Public,Rural,Yes,Yes,Medium,Low,1164,19,Female,Low,,1,5.722222222222222,1.0,5.15,0.07092198581560284
123,25,83,4,17.4,Public,Rural,No,Yes,Medium,Low,1165,15,Female,Low,,1,4.92,2.8,4.15,0.05434782608695653
225,21,100,3,14.3,Public,Rural,No,No,Low,Medium,1166,16,Female,Medium,Tertiary,2,10.714285714285714,1.7999999999999998,5.0,0.06535947712418301
184,34,98,3,4.9,Public,Rural,Yes,No,High,Medium,1167,22,Female,Medium,Primary,2,5.411764705882353,1.7999999999999998,6.9,0.1694915254237288
320,12,100,4,5.8,Public,Urban,Yes,No,Low,Medium,1168,16,Male,Low,Secondary,1,26.666666666666668,2.4,6.0,0.14705882352941177
295,37,96,3,7.3,Private,Urban,No,Yes,High,High,1169,19,Male,Medium,Primary,2,7.972972972972973,2.1999999999999997,5.8,0.12048192771084336
156,10,89,3,17.0,Public,Rural,No,Yes,Low,High,1170,21,Male,Low,Secondary,1,15.6,2.1999999999999997,4.45,0.05555555555555555
116,27,77,2,10.1,Private,Urban,No,No,Low,Medium,1171,21,Male,High,Primary,1,4.296296296296297,1.2,3.85,0.0900900900900901
103,15,79,1,20.0,Public,Urban,No,Yes,High,Medium,1172,19,Male,Medium,Primary,1,6.866666666666666,1.0,4.95,0.047619047619047616
102,7,71,1,6.5,Public,Urban,Yes,Yes,Medium,Low,1173,21,Female,Low,Secondary,1,14.571428571428571,1.0,4.55,0.13333333333333333
215,29,84,3,8.2,Public,Rural,Yes,Yes,Medium,Medium,1174,21,Male,Low,,2,7.413793103448276,2.1999999999999997,5.2,0.10869565217391305
203,30,83,2,16.6,Public,Urban,Yes,Yes,Medium,Low,1175,16,Female,High,Secondary,2,6.766666666666667,1.6,5.15,0.056818181818181816
223,29,81,4,1.2,Public,Rural,Yes,No,Low,Medium,1176,18,Male,Low,Primary,1,7.689655172413793,2.4,5.05,0.45454545454545453
181,11,86,4,19.1,Public,Urban,Yes,Yes,High,High,1177,21,Male,Low,,1,16.454545454545453,2.8,6.3,0.04975124378109452
159,14,80,4,7.4,Public,Urban,No,Yes,Medium,High,1178,18,Male,Medium,Secondary,2,11.357142857142858,2.8,4.0,0.11904761904761904
148,17,87,2,7.4,Public,Rural,Yes,Yes,Low,Low,1179,18,Male,Low,Secondary,2,8.705882352941176,1.6,5.35,0.11904761904761904
182,20,69,3,16.2,Public,Urban,No,No,Low,Low,1180,16,Female,High,Secondary,1,9.1,1.7999999999999998,3.45,0.05813953488372093
244,32,88,2,9.4,Public,Rural,Yes,Yes,Low,Low,1181,19,Male,Medium,Secondary,2,7.625,1.6,5.4,0.09615384615384615
157,0,84,3,18.5,Public,Rural,No,Yes,Medium,Low,1182,21,Male,High,Primary,1,1570.0,2.1999999999999997,4.2,0.05128205128205128
130,19,79,3,20.0,Private,Rural,Yes,Yes,Low,Low,1183,17,Male,Low,Primary,1,6.842105263157895,2.1999999999999997,4.95,0.047619047619047616
118,12,79,3,16.1,Public,Urban,No,Yes,Low,Low,1184,16,Female,Low,Tertiary,2,9.833333333333334,2.1999999999999997,3.95,0.05847953216374269
199,14,71,4,12.9,Public,Urban,Yes,No,High,Low,1185,16,Female,Low,Primary,1,14.214285714285714,2.4,5.55,0.07194244604316546
248,19,92,2,5.9,Public,Rural,No,Yes,Low,Low,1186,15,Female,Medium,Secondary,2,13.052631578947368,1.6,4.6,0.14492753623188406
117,13,87,2,10.3,Public,Rural,Yes,Yes,Low,Low,1187,18,Male,Medium,,1,9.0,1.6,5.35,0.08849557522123894
191,0,90,3,9.3,Public,Rural,Yes,Yes,Low,Medium,1188,15,Female,Medium,Primary,1,1910.0,2.1999999999999997,5.5,0.0970873786407767
174,13,94,2,15.2,Private,Urban,No,No,Low,Medium,1189,21,Male,Low,Primary,1,13.384615384615385,1.2,4.7,0.0617283950617284
144,9,84,2,13.0,Public,Urban,No,Yes,Medium,High,1190,20,Male,Low,Primary,1,16.0,1.6,4.2,0.07142857142857142
205,27,91,3,14.4,Public,Urban,No,Yes,Medium,Medium,1191,20,Male,Low,Primary,2,7.592592592592593,2.1999999999999997,4.55,0.06493506493506493
146,10,84,2,16.6,Private,Urban,Yes,No,Low,Medium,1192,22,Female,High,,1,14.6,1.2,5.2,0.056818181818181816
205,20,93,4,12.7,Public,Urban,No,Yes,Low,Low,1193,21,Female,High,Tertiary,3,10.25,2.8,4.65,0.07299270072992702
174,34,69,1,9.6,Public,Rural,Yes,No,Low,Low,1194,16,Male,Low,,4,5.117647058823529,0.6,4.45,0.09433962264150944
189,30,77,4,12.8,Public,Rural,Yes,No,Low,Medium,1195,20,Female,Low,Primary,3,6.3,2.4,4.85,0.07246376811594203
160,27,98,3,11.8,Public,Urban,No,No,Low,Low,1196,16,Male,Low,Secondary,2,5.925925925925926,1.7999999999999998,4.9,0.078125
102,9,56,1,7.2,Public,Urban,No,Yes,Low,Medium,1197,16,Male,Low,Secondary,1,11.333333333333334,1.0,2.8,0.12195121951219513
298,35,91,2,11.2,Public,Urban,Yes,No,Medium,High,1198,17,Female,High,Tertiary,3,8.514285714285714,1.2,5.55,0.0819672131147541
169,17,95,1,16.9,Public,Rural,Yes,Yes,High,Medium,1199,22,Male,High,Primary,2,9.941176470588236,1.0,6.75,0.0558659217877095
150,16,82,2,7.4,Private,Rural,No,No,Low,Medium,1200,15,Male,Low,Secondary,1,9.375,1.2,4.1,0.11904761904761904
141,21,78,3,9.0,Public,Rural,Yes,No,Medium,Medium,1201,19,Male,Low,Primary,1,6.714285714285714,1.7999999999999998,4.9,0.1
125,10,82,2,8.8,Public,Urban,Yes,Yes,Low,Medium,1202,18,Male,Medium,Secondary,1,12.5,1.6,5.1,0.1020408163265306
192,35,82,4,6.6,Public,Urban,No,No,Medium,Medium,1203,18,Female,Low,,3,5.485714285714286,2.4,4.1,0.13157894736842105
183,19,85,2,7.6,Public,Rural,Yes,No,High,Medium,1204,17,Male,Low,Secondary,3,9.631578947368421,1.2,6.25,0.11627906976744186
173,25,78,3,9.9,Public,Urban,No,Yes,Medium,Low,1205,15,Male,Medium,Secondary,1,6.92,2.1999999999999997,3.9,0.09174311926605504
199,35,96,2,0.0,Public,Urban,No,Yes,Low,Low,1206,18,Female,Low,Primary,3,5.685714285714286,1.6,4.8,1.0
203,31,100,2,16.2,Private,Rural,No,No,Low,Medium,1207,16,Female,Medium,Tertiary,3,6.548387096774194,1.2,5.0,0.05813953488372093
